Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
PF - Tree House Kids,78660.0,2022-11-07,90,"16051 DESSAU RD PFLUGERVILLE, TX 78660 ",12392387,Routine Inspection
PF - Broth & Basil,78660.0,2022-11-07,93,"18817 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392506,Routine Inspection
Circle K Store ,78735.0,2022-11-07,86,"6412 W US 290 HWY AUSTIN, TX 78735 ",10759314,Routine Inspection
Dos Salsas Domain,78758.0,2022-11-07,70,"11301 BURNET RD AUSTIN, TX 78758 ",12186381,Routine Inspection
PF - Baris Pasta Pizza,78660.0,2022-11-07,81,"1501 W PECAN ST PFLUGERVILLE, TX 78660 ",12392359,Routine Inspection
PF - Jack in the Box,78660.0,2022-11-07,92,"1700 FM 685 RD PFLUGERVILLE, TX 78660 ",12392516,Routine Inspection
7-Eleven Convenience Store # 36630B,78757.0,2022-11-07,84,"7844 BURNET RD AUSTIN, TX 78757 ",11848088,Routine Inspection
Dollar Tree Store ,78723.0,2022-11-07,92,"5425 N IH AUSTIN, TX 78723",10004227,Routine Inspection
Catfish Parlour,78744.0,2022-11-07,95,"4606 BURLESON RD AUSTIN, TX 78744 ",2801504,Routine Inspection
In-N-Out Burgers,78753.0,2022-11-07,98,"12431 N IH AUSTIN, TX 78753",11593181,Routine Inspection
PF - Bamboo Bistro,78660.0,2022-11-07,93,"2324 FM 685 RD PFLUGERVILLE, TX 78660 ",12393436,Routine Inspection
PF - Tree House Kids,78660.0,2022-11-07,96,"702 CEDAR RIDGE DR PFLUGERVILLE, TX 78660 ",12392389,Routine Inspection
Taco Flats,78756.0,2022-11-07,77,"5520 BURNET RD AUSTIN, TX 78756 ",11206262,Routine Inspection
888 Pan Asian Restaurant,78741.0,2022-11-07,79,"2400 E OLTORF ST AUSTIN, TX 78741 ",12020096,Routine Inspection
MOD Super Fast Pizza,78753.0,2022-11-07,90,"500 CANYON RIDGE DR AUSTIN, TX 78753 ",11518681,Routine Inspection
Dollar General Store ,78724.0,2022-11-07,96,"6600 FM 969 RD AUSTIN, TX 78724 ",10624924,Routine Inspection
Ichiban at Austin,78757.0,2022-11-07,85,"7310 BURNET RD AUSTIN, TX 78757 ",10215188,Routine Inspection
PF - Torchys Tacos,78660.0,2022-11-07,97,"18817 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392609,Routine Inspection
PF - Raising Canes # 194,78660.0,2022-11-07,95,"2408 FM 685 RD PFLUGERVILLE, TX 78660 ",12392921,Routine Inspection
Panda Express ,78757.0,2022-11-07,98,"7718 BURNET RD AUSTIN, TX 78757 ",10008532,Routine Inspection
Luby's/ Fuddruckers,78748.0,2022-11-07,82,"415 W SLAUGHTER LN AUSTIN, TX 78748 ",11047159,Routine Inspection
Mike's Mini Mart,78724.0,2022-11-07,92,"7101 ED BLUESTEIN BLVD AUSTIN, TX 78724 ",2803749,Routine Inspection
Fat Dragon,78759.0,2022-11-07,81,"8650 SPICEWOOD SPRINGS RD AUSTIN, TX 78759 ",12394343,Routine Inspection
Flea Market #A,78754.0,2022-11-06,95,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800518,Routine Inspection
Flea Market #K (Corn Stand),78754.0,2022-11-06,96,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800936,Routine Inspection
Flea Market #X,78754.0,2022-11-06,98,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800530,Routine Inspection
Flea Market #I,78754.0,2022-11-06,98,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800526,Routine Inspection
Flea Market #stage,78754.0,2022-11-06,96,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800529,Routine Inspection
MiniMax Food Mart,78724.0,2022-11-06,87,"10412 FM 969 RD AUSTIN, TX 78724 ",2802141,Routine Inspection
Flea Market #B,78754.0,2022-11-06,98,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800519,Routine Inspection
A Shady Deal,78653.0,2022-11-06,91,"14219 LITTIG RD AUSTIN, TX 78653 ",10008007,Routine Inspection
Flea Market #J,78754.0,2022-11-06,95,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800527,Routine Inspection
Flea Market #C,78754.0,2022-11-06,99,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800520,Routine Inspection
Flea Market #H,78754.0,2022-11-06,99,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800525,Routine Inspection
Whataburger,78749.0,2022-11-04,98,"6611 S MOPAC EXPY AUSTIN, TX 78749 ",2802441,Routine Inspection
Taco Bell ,78723.0,2022-11-04,100,"5604 CAMERON RD AUSTIN, TX 78723 ",11066732,Routine Inspection
Oak Meadows Elementary,78724.0,2022-11-04,100,"5600 DECKER LN AUSTIN, TX 78724 ",10189964,Routine Inspection
Starbucks Coffee ,78701.0,2022-11-04,97,"501 W 15TH ST AUSTIN, TX 78701 ",2801814,Routine Inspection
Sonic Drive - In ,78745.0,2022-11-04,93,"804 W STASSNEY LN AUSTIN, TX 78745 ",12393744,Routine Inspection
Alonti Catering Kitchen,78745.0,2022-11-04,94,"3421 W WILLIAM CANNON DR AUSTIN, TX 78745 ",12396926,Routine Inspection
Taqueria Villanueva,78753.0,2022-11-04,91,"9405 N IH AUSTIN, TX 78753",11684219,Routine Inspection
Circle K ,78744.0,2022-11-04,98,"1706 E WILLIAM CANNON DR AUSTIN, TX 78744 ",2803593,Routine Inspection
Kikka Sushi @ Whole Foods,78759.0,2022-11-04,98,"9607 RESEARCH BLVD AUSTIN, TX 78759 ",2802155,Routine Inspection
Papalote Taco House,78704.0,2022-11-04,88,"2803 S LAMAR BLVD AUSTIN, TX 78704 ",10477419,Routine Inspection
Tierra Todun,78742.0,2022-11-04,95,"502 THOMPSON LN AUSTIN, TX 78742 ",12394830,Routine Inspection
PF - Kumar's Austin,78660.0,2022-11-04,72,"15803 WINDERMERE DR PFLUGERVILLE, TX 78660 ",12392671,Routine Inspection
Thundercloud Subs,78703.0,2022-11-04,84,"2308 LAKE AUSTIN BLVD AUSTIN, TX 78703 ",2800255,Routine Inspection
Burger King ,78745.0,2022-11-04,95,"1001 E BEN WHITE BLVD AUSTIN, TX 78745 ",12186458,Routine Inspection
Bull and Bowl,78701.0,2022-11-04,92,"501 W 6TH ST AUSTIN, TX 78701 ",12393426,Routine Inspection
Sa - Te'n Coffee and Eats,78751.0,2022-11-04,90,"4917 AIRPORT BLVD AUSTIN, TX 78751 ",11835267,Routine Inspection
Atlas Coffee Club,78745.0,2022-11-04,91,"1606 W STASSNEY LN AUSTIN, TX 78745 ",11918591,Routine Inspection
Whole Foods Market/Deli,78759.0,2022-11-04,97,"9607 RESEARCH BLVD AUSTIN, TX 78759 ",2801001,Routine Inspection
S & S Food Mart,78753.0,2022-11-04,92,"9405 N IH AUSTIN, TX 78753",10578780,Routine Inspection
PF-Moi! Vietnamese Grill,78660.0,2022-11-04,86,"16051 DESSAU RD PFLUGERVILLE, TX 78660 ",12186604,Routine Inspection
Slab BBQ & Beer,78745.0,2022-11-04,91,"2701 W WILLIAM CANNON DR AUSTIN, TX 78745 ",12396264,Routine Inspection
SV- CAVA Grill Sunset Valley,78745.0,2022-11-04,88,"5601 BRODIE LN SUNSET VALLEY, TX 78745 ",12395417,Routine Inspection
Cafe Malta,78745.0,2022-11-04,76,"3421 W WILLIAM CANNON DR AUSTIN, TX 78745 ",10692933,Routine Inspection
McDonalds's ,78754.0,2022-11-04,91,"8500 E US 290 HWY AUSTIN, TX 78754 ",11392280,Routine Inspection
SV - Red Robin Gourmet Burgers & Fries,78745.0,2022-11-04,90,"5601 BRODIE LN SUNSET VALLEY, TX 78745 ",11865889,Routine Inspection
Riverside Golf Course,78741.0,2022-11-04,98,"1020 GROVE BLVD AUSTIN, TX 78741 ",11621131,Routine Inspection
The Garden at the 704,78704.0,2022-11-04,86,"3403 S LAMAR BLVD AUSTIN, TX 78704 ",12186657,Routine Inspection
Star Mart 16,78723.0,2022-11-04,100,"5517 CAMERON RD AUSTIN, TX 78723 ",12186422,Routine Inspection
Canopy Austin Hotel & Verbena Restaurant,78701.0,2022-11-04,75,"604 W 6TH ST AUSTIN, TX 78701 ",12393043,Routine Inspection
Safe Haven,78741.0,2022-11-04,97,"5307 E RIVERSIDE DR AUSTIN, TX 78741 ",2802869,Routine Inspection
Afri Carib Market,78753.0,2022-11-03,92,"825 E RUNDBERG LN AUSTIN, TX 78753 ",2804104,Routine Inspection
Yapa Artisan Empanadas,78704.0,2022-11-03,91,"213 DUNLAP ST AUSTIN, TX 78704 ",12393277,Routine Inspection
La Ultima y Nos Vamos,78753.0,2022-11-03,80,"9710 N LAMAR BLVD AUSTIN, TX 78753 ",12394526,Routine Inspection
Perfect 10 Men's Club,78728.0,2022-11-03,76,"16511 BRATTON LN AUSTIN, TX 78728 ",2801187,Routine Inspection
PF - Pflugerville Taco-House,78660.0,2022-11-03,95,"104 N RAILROAD AVE PFLUGERVILLE, TX 78660 ",12392694,Routine Inspection
Target Store   T-1061,78749.0,2022-11-03,93,"5300 S MOPAC EXPY AUSTIN, TX 78749 ",2803808,Routine Inspection
Kentucky Fried Chicken,78723.0,2022-11-03,90,"7206 ED BLUESTEIN BLVD AUSTIN, TX 78723 ",11789720,Routine Inspection
Denny's # 8535,78744.0,2022-11-03,93,"7619 E BEN WHITE BLVD AUSTIN, TX 78744 ",10367570,Routine Inspection
Tillery Kitchen & Bar,78702.0,2022-11-03,76,"3201 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11633996,Routine Inspection
RW - Panera Bread Bakery and Cafe,78746.0,2022-11-03,89,"2805 BEE CAVES RD ROLLINGWOOD, TX 78746 ",10003334,Routine Inspection
Dessau Food Mart,78754.0,2022-11-03,89,"9411 DESSAU RD AUSTIN, TX 78754 ",2803479,Routine Inspection
RW-Finish Line Car Wash,78746.0,2022-11-03,99,"2900 BEE CAVES RD ROLLINGWOOD, TX 78746 ",12147956,Routine Inspection
Einstein Bros Bagels ,78757.0,2022-11-03,93,"3010 W ANDERSON LN AUSTIN, TX 78757 ",2801976,Routine Inspection
Aqua Lemon Business LLC,78617.0,2022-11-03,80,"3131 E SH AUSTIN, TX 78617",12396468,Routine Inspection
Hyatt House Austin Arboretum,78759.0,2022-11-03,94,"10001 N CAPITAL OF TEXAS HWY AUSTIN, TX 78759 ",12186043,Routine Inspection
"Gustavo ""Gus"" L. Garcia Recreation Center",78753.0,2022-11-03,97,"1201 E RUNDBERG LN AUSTIN, TX 78753 ",10184409,Routine Inspection
Jack in the Box ,78749.0,2022-11-03,86,"6210 W WILLIAM CANNON DR AUSTIN, TX 78749 ",10789639,Routine Inspection
Burger King ,78748.0,2022-11-03,95,"1905 W SLAUGHTER LN AUSTIN, TX 78748 ",12186461,Routine Inspection
JD's Supermarket - Bakery/Deli,78719.0,2022-11-03,91,"9111 FM 812 RD AUSTIN, TX 78719 ",10964142,Routine Inspection
Pizza Hut,78730.0,2022-11-03,94,"10601 FM 2222 RD AUSTIN, TX 78730 ",2802656,Routine Inspection
Trudy's North Star,78757.0,2022-11-03,87,"8820 BURNET RD AUSTIN, TX 78757 ",12394034,Routine Inspection
Yo So Cool,78723.0,2022-11-03,99,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",10410518,Routine Inspection
RW - Nothing Bundt Cakes,78746.0,2022-11-03,88,"2785 BEE CAVES RD ROLLINGWOOD, TX 78746 ",12395477,Routine Inspection
Royal Fig Catering,78745.0,2022-11-03,83,"2100 W WILLIAM CANNON DR AUSTIN, TX 78745 ",11667811,Routine Inspection
Jamba Juice,78723.0,2022-11-03,100,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",10252628,Routine Inspection
Hotel Granduca,78746.0,2022-11-03,90,"320 S CAPITAL OF TEXAS HWY AUSTIN, TX 78746 ",12393953,Routine Inspection
Anita Uphaus Early Childhood Center,78744.0,2022-11-03,97,"5200 FREIDRICH LN AUSTIN, TX 78744 ",10795661,Routine Inspection
First Watch Restaurant ,78717.0,2022-11-03,90,"14005 N US 183 HWY AUSTIN, TX 78717 ",11734393,Routine Inspection
MN - Golden Beijing,78653.0,2022-11-03,87,"100 E PARSONS ST MANOR, TX 78653 ",12185826,Routine Inspection
Jack in the Box ,78723.0,2022-11-03,85,"6540 ED BLUESTEIN BLVD AUSTIN, TX 78723 ",10790632,Routine Inspection
PF - Lone Star Kolaches,78660.0,2022-11-03,88,"2606 W PECAN ST PFLUGERVILLE, TX 78660 ",12392527,Routine Inspection
MN - El Pollo Rico ,78653.0,2022-11-03,91,"11828 RING DR MANOR, TX 78653 ",11457812,Routine Inspection
MN - Carnicerias Lafogata,78653.0,2022-11-03,72,216 E PARSONS ST MANOR TX 78653 ,11051473,Routine Inspection
OZ. Tap House,78730.0,2022-11-03,87,"10601 FM 2222 RD AUSTIN, TX 78730 ",12124696,Routine Inspection
Wingstop Restaurant,78745.0,2022-11-03,84,"500 W WILLIAM CANNON DR AUSTIN, TX 78745 ",2801921,Routine Inspection
71 Express,78617.0,2022-11-03,95,"3131 E SH AUSTIN, TX 78617",12394993,Routine Inspection
DISTANTRELATIVES LLC,78742.0,2022-11-03,95,"502 THOMPSON LN AUSTIN, TX 78742 ",12394031,Routine Inspection
JD's Market,78719.0,2022-11-03,83,"9111 FM 812 RD AUSTIN, TX 78719 ",11858488,Routine Inspection
Sunrise Mini Mart,78753.0,2022-11-03,90,"102 W POWELL LN AUSTIN, TX 78753 ",2804022,Routine Inspection
PF- Ants to Elephants Daycare,78664.0,2022-11-03,100,"16708 PICADILLY CT ROUND ROCK, TX 78664 ",12392297,Routine Inspection
Parlor & Yard,78701.0,2022-11-02,80,"601 W 6TH ST AUSTIN, TX 78701 ",11480207,Routine Inspection
General Store,78754.0,2022-11-02,86,"11003 HARRIS BRANCH PKWY AUSTIN, TX 78754 ",2801513,Routine Inspection
San Francisco Bakery Cafe,78757.0,2022-11-02,95,"2900 W ANDERSON LN AUSTIN, TX 78757 ",2800759,Routine Inspection
Kanji J Cuisine Inc.,78759.0,2022-11-02,94,"12636 RESEARCH BLVD AUSTIN, TX 78759 ",11487480,Routine Inspection
PF - Pecan St. Station Deli & Grill,78660.0,2022-11-02,76,"1005 W PECAN ST PFLUGERVILLE, TX 78660 ",12392666,Routine Inspection
Tacodeli R&D,78703.0,2022-11-02,93,"509 HEARN ST AUSTIN, TX 78703 ",12394129,Routine Inspection
Good Shepherd Parish Life Center,78703.0,2022-11-02,99,"3201 WINDSOR RD AUSTIN, TX 78703 ",11392135,Routine Inspection
Walmart ,78660.0,2022-11-02,94,"1548 FM 685 RD PFLUGERVILLE, TX 78660 ",12392699,Routine Inspection
Short Stop #5,78757.0,2022-11-02,83,"3001 W ANDERSON LN AUSTIN, TX 78757 ",2800326,Routine Inspection
Ruth Barron Elementary School,78660.0,2022-11-02,96,"14850 HARRIS RIDGE BLVD AUSTIN, TX 78660 ",10815885,Routine Inspection
Las Cazuelas #2,78660.0,2022-11-02,79,"2700 W PECAN ST AUSTIN, TX 78660 ",11768063,Routine Inspection
Thistle Cafe,78701.0,2022-11-02,91,"221 W 6TH ST AUSTIN, TX 78701 ",10513979,Routine Inspection
Taco Bell ,78717.0,2022-11-02,91,"9900 W PARMER LN AUSTIN, TX 78717 ",11066586,Routine Inspection
PF -  Panera Bread Bakery Cafe ,78660.0,2022-11-02,100,"18701 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392545,Routine Inspection
IDEA Public Schools,78747.0,2022-11-02,100,"1700 E SLAUGHTER LN AUSTIN, TX 78747 ",11570634,Routine Inspection
Randall's -Bakery,78759.0,2022-11-02,99,"10900 RESEARCH BLVD AUSTIN, TX 78759 ",2801168,Routine Inspection
Utea Pho,78705.0,2022-11-02,71,"2222 RIO GRANDE ST AUSTIN, TX 78705 ",12095341,Routine Inspection
PF - Crystal Food Mart & Deli,78660.0,2022-11-02,93,"18801 WEISS LN PFLUGERVILLE, TX 78660 ",12392318,Routine Inspection
"Auberge at Onion Creek, The",78748.0,2022-11-02,89,"11330 FARRAH LN AUSTIN, TX 78748 ",12186233,Routine Inspection
Sonic Drive-In ,78704.0,2022-11-02,91,"2632 S LAMAR BLVD AUSTIN, TX 78704 ",12393757,Routine Inspection
FM 973 Express,78615.0,2022-11-02,90,"20306 N FM 973 RD PFLUGERVILLE, TX 78615 ",2802544,Routine Inspection
ABIA Food and Fuel,78719.0,2022-11-02,84,"2901 SPIRIT OF TEXAS DR AUSTIN, TX 78719 ",11961522,Routine Inspection
Domino's,78750.0,2022-11-02,95,"13764 N US 183 HWY AUSTIN, TX 78750 ",11394071,Routine Inspection
Chinos and Gringos,78749.0,2022-11-02,81,"6705 W US 290 HWY AUSTIN, TX 78749 ",11495950,Routine Inspection
PF - Heritage Lakes Assisted Living & Memory Care,78660.0,2022-11-02,94,"19005 PLEASANT BAY DR PFLUGERVILLE, TX 78660",12394885,Routine Inspection
PF - Jersey Mikes,78660.0,2022-11-02,86,"1608 TOWN CENTER DR PFLUGERVILLE, TX 78660 ",12392787,Routine Inspection
PF - Island Fork,78660.0,2022-11-02,88,"100 12TH ST PFLUGERVILLE, TX 78660 ",12392646,Routine Inspection
MN-Manor Senior High School - Culinary Arts,78653.0,2022-11-02,98,"14832 N FM 973 RD MANOR, TX 78653 ",12003576,Routine Inspection
MN - Manor Senior High School,78653.0,2022-11-02,98,"14832 N FM 973 RD MANOR, TX 78653 ",11999232,Routine Inspection
Wieland Elementary,78660.0,2022-11-02,100,"900 TUDOR HOUSE RD AUSTIN, TX 78660 ",10051637,Routine Inspection
PF - Huahusco Grill Mexican Cuisine,78660.0,2022-11-02,96,"100 S 12TH ST PFLUGERVILLE, TX 78660 ",12392292,Routine Inspection
Rusty Cannon Pub,78745.0,2022-11-02,73,"730 W STASSNEY LN AUSTIN, TX 78745 ",11459172,Routine Inspection
Walgreens ,78749.0,2022-11-02,100,"6200 W WILLIAM CANNON DR AUSTIN, TX 78749 ",2803714,Routine Inspection
Austin's Pizza,78749.0,2022-11-02,82,"3601 W WILLIAM CANNON DR AUSTIN, TX 78749 ",12394083,Routine Inspection
Costco /Bakery,78749.0,2022-11-02,99,"4301 W WILLIAM CANNON DR AUSTIN, TX 78749 ",2803202,Routine Inspection
Jack in the Box ,78729.0,2022-11-02,78,"7404 MC NEIL DR AUSTIN, TX 78729 ",10789961,Routine Inspection
IHOP,78759.0,2022-11-02,99,"11654 RESEARCH BLVD AUSTIN, TX 78759 ",2802867,Routine Inspection
P. Terry's Burger Stand,78759.0,2022-11-02,95,"12018 RESEARCH BLVD AUSTIN, TX 78759 ",11057696,Routine Inspection
Zaika,78758.0,2022-11-02,50,"9025 RESEARCH BLVD AUSTIN, TX 78758 ",11971067,Routine Inspection
Galloway's Sandwich Shop,78702.0,2022-11-02,86,"1914 E 12TH ST AUSTIN, TX 78702 ",2801329,Routine Inspection
Market Express,78653.0,2022-11-02,79,13600 FM 973 SUITE 100 MANOR TX 78653 ,11632199,Routine Inspection
MN-Bistro M @ Manor HS (MHS Culinary Arts Class),78653.0,2022-11-02,96,"12700 GREGG MANOR RD MANOR, TX 78653 ",10555754,Routine Inspection
Tony C's Pizza and Beer Garden,78757.0,2022-11-02,91,"2900 W ANDERSON LN AUSTIN, TX 78757 ",12186537,Routine Inspection
ATX Cocina,78701.0,2022-11-02,100,"110 SAN ANTONIO ST AUSTIN, TX 78701 ",11746119,Routine Inspection
PF - Panera Bread ,78660.0,2022-11-02,90,"18701 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12397775,Routine Inspection
Woody's Country Market,78748.0,2022-11-02,98,"100 W FM 1626 RD AUSTIN, TX 78748 ",11772004,Routine Inspection
Elroy & Ross Market,78617.0,2022-11-02,71,"7200 ELROY RD AUSTIN, TX 78617 ",10969930,Routine Inspection
Tortilleria Rio Grande,78745.0,2022-11-02,86,"500 W WILLIAM CANNON DR AUSTIN, TX 78745 ",10507284,Routine Inspection
Jack Allens Kitchen - Anderson Lane,78757.0,2022-11-02,91,"3010 W ANDERSON LN AUSTIN, TX 78757 ",11739751,Routine Inspection
Pillow Elementary,78757.0,2022-11-01,94,"3025 CROSSCREEK DR AUSTIN, TX 78757 ",2800430,Routine Inspection
PF - Crave Hot Dogs and Barbecue,78660.0,2022-11-01,95,"21315 N SH PFLUGERVILLE, TX 78660",12392461,Routine Inspection
Hecho En Mexico,78741.0,2022-11-01,78,"2101 MONTOPOLIS DR AUSTIN, TX 78741 ",11859270,Routine Inspection
Hotel Magdalena,78704.0,2022-11-01,94,"1101 MUSIC LN AUSTIN, TX 78704 ",12393203,Routine Inspection
PF - Russo's New York Pizzeria,78660.0,2022-11-01,87,"18816 LIMESTONE COMMERCIAL SHL PFLUGERVILLE, TX 78660 ",12392938,Routine Inspection
PF - Wells Point Lodge,78660.0,2022-11-01,88,"401 S HEATHERWILDE BLVD PFLUGERVILLE, TX 78660 ",12392380,Routine Inspection
Little Wu,78701.0,2022-11-01,91,"111 CONGRESS AVE AUSTIN, TX 78701 ",12395304,Routine Inspection
McDonald's ,78744.0,2022-11-01,96,"4501 E BEN WHITE BLVD AUSTIN, TX 78744 ",12396776,Routine Inspection
IHOP,78726.0,2022-11-01,92,"7710 N FM 620 RD AUSTIN, TX 78726 ",12392885,Routine Inspection
Aba,78704.0,2022-11-01,91,"1011 S CONGRESS AVE AUSTIN, TX 78704 ",12393397,Routine Inspection
PF - Morelia Mexican Grill,78660.0,2022-11-01,72,"18900 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392566,Routine Inspection
PF - Chick-Fil-A Pflugerville,78660.0,2022-11-01,97,"18617 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12396329,Routine Inspection
ATX Cocina,78701.0,2022-11-01,80,"110 SAN ANTONIO ST AUSTIN, TX 78701 ",11746119,Routine Inspection
Hookah Buzz,78759.0,2022-11-01,84,"11657 RESEARCH BLVD AUSTIN, TX 78759 ",12393755,Routine Inspection
Jo's Coffee Shop,78701.0,2022-11-01,77,"242 W 2ND ST AUSTIN, TX 78701 ",2802652,Routine Inspection
PF - 54th Street Restaurant & Drafthouse,78660.0,2022-11-01,89,"19109 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12396257,Routine Inspection
Howdy Donut,78730.0,2022-11-01,88,"10815 FM 2222 RD AUSTIN, TX 78730 ",12096125,Routine Inspection
PF - Chili's Grill & Bar,78660.0,2022-11-01,89,"18901 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392336,Routine Inspection
Walnut Market #1,78754.0,2022-11-01,89,"1900 E ANDERSON LN AUSTIN, TX 78754 ",10031957,Routine Inspection
Fuel Bar,78759.0,2022-11-01,76,"4210 W BRAKER LN AUSTIN, TX 78759 ",12021450,Routine Inspection
TLV,78701.0,2022-11-01,98,"111 CONGRESS AVE AUSTIN, TX 78701 ",12130914,Routine Inspection
Henbit,78701.0,2022-11-01,87,"111 CONGRESS AVE AUSTIN, TX 78701 ",11814254,Routine Inspection
McDonald's Restaurant ,78749.0,2022-11-01,98,"5017 W US 290 HWY EB AUSTIN, TX 78749 ",12396684,Routine Inspection
Patrizi's,78733.0,2022-11-01,85,"1705 N CUERNAVACA DR AUSTIN, TX 78733 ",12396171,Routine Inspection
PF - T- Jin China Diner,78660.0,2022-11-01,76,"18816 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392473,Routine Inspection
One Taco,78757.0,2022-11-01,88,"2900 W ANDERSON LN AUSTIN, TX 78757 ",11775849,Routine Inspection
Papa John's Pizza ,78717.0,2022-11-01,91,"9222 W PARMER LN AUSTIN, TX 78717 ",2802225,Routine Inspection
Higher Ground,78701.0,2022-11-01,75,"720 CONGRESS AVE AUSTIN, TX 78701 ",12394443,Routine Inspection
Panda Express ,78759.0,2022-11-01,99,"10900 RESEARCH BLVD AUSTIN, TX 78759 ",12091462,Routine Inspection
Shuck Me,78730.0,2022-11-01,73,"10817 FM 2222 RD AUSTIN, TX 78730 ",12396452,Routine Inspection
Popeye's ,78753.0,2022-11-01,96,"1613 E PARMER LN AUSTIN, TX 78753 ",11954531,Routine Inspection
Estrellatina Catering,78748.0,2022-11-01,100,"630 RALPH ABLANEDO DR AUSTIN, TX 78748 ",12393501,Routine Inspection
Star of India Rest.&Bar,78757.0,2022-11-01,77,"2900 W ANDERSON LN AUSTIN, TX 78757 ",2800900,Routine Inspection
Small Victory,78701.0,2022-11-01,92,"108 E 7TH ST AUSTIN, TX 78701 ",11401022,Routine Inspection
Accent Food Services,78729.0,2022-11-01,100,"7700 W PARMER LN AUSTIN, TX 78729 ",11601233,Routine Inspection
Taco Pegaso & The Market,78701.0,2022-11-01,85,"111 CONGRESS AVE AUSTIN, TX 78701 ",12394859,Routine Inspection
KIPP Austin Public Schools,78744.0,2022-11-01,94,"5107 S IH AUSTIN, TX 78744",10978200,Routine Inspection
PF - Pflugerville Health Care Center,78660.0,2022-11-01,87,"521 S HEATHERWILDE BLVD PFLUGERVILLE, TX 78660 ",12392879,Routine Inspection
El Pollo Rico ,78745.0,2022-11-01,87,"110 E WILLIAM CANNON DR AUSTIN, TX 78745 ",12185836,Routine Inspection
PF - Whataburger ,78660.0,2022-11-01,84,"18609 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392431,Routine Inspection
Denny's Hutto,78634.0,2022-11-01,91,"21030 N SH 130 HWY HUTTO, TX 78634",12393499,Routine Inspection
Smokey J's Barbeque #1,78732.0,2022-11-01,85,"7008 N FM 620 RD AUSTIN, TX 78732",2800704,Routine Inspection
El Pollo Rico #4,78745.0,2022-11-01,75,"730 W STASSNEY LN AUSTIN, TX 78745 ",10008709,Routine Inspection
Y Comida,78744.0,2022-11-01,100,"3400 COMSOUTH DR AUSTIN, TX 78744 ",12397332,Routine Inspection
7-Eleven Convenience Store ,78727.0,2022-11-01,92,"1100 W PARMER LN AUSTIN, TX 78727 ",12396219,Routine Inspection
Which Wich,78750.0,2022-11-01,84,"13450 N US 183 HWY AUSTIN, TX 78750 ",11474496,Routine Inspection
Chen Z Noodle House,78735.0,2022-11-01,73,"6705 W US 290 HWY AUSTIN, TX 78735 ",11830677,Routine Inspection
Sweetgreen,78704.0,2022-11-01,99,"1007 S CONGRESS AVE AUSTIN, TX 78704 ",12393165,Routine Inspection
7 Eleven ,78660.0,2022-11-01,86,"15829 N IH AUSTIN, TX 78660",10874330,Routine Inspection
Ichi Umi Sushi,78759.0,2022-11-01,89,"9503 RESEARCH BLVD AUSTIN, TX 78759 ",12395563,Follow-Up Inspection
Cookie Rich,78748.0,2022-11-01,100,"630 RALPH ABLANEDO DR AUSTIN, TX 78748 ",12394056,Routine Inspection
FH Management LLC,78701.0,2022-11-01,91,"111 CONGRESS AVE AUSTIN, TX 78701 ",12394658,Routine Inspection
Sunlife Organics,78704.0,2022-11-01,94,"1011 S CONGRESS AVE AUSTIN, TX 78704 ",12392692,Routine Inspection
SONIC DRIVE-IN ,78753.0,2022-11-01,95,"1605 E PARMER LN AUSTIN, TX 78753 ",12393073,Routine Inspection
Progressive Insurance,78744.0,2022-11-01,92,"7301 METRO CENTER DR AUSTIN, TX 78744 ",10570581,Routine Inspection
Carver Museum/Library,78702.0,2022-11-01,88,"1165 ANGELINA ST AUSTIN, TX 78702 ",2802040,Follow-Up Inspection
Hanara Sushi & Grill,78759.0,2022-11-01,92,"10000 RESEARCH BLVD AUSTIN, TX 78759 ",12006568,Routine Inspection
