Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Cheko's Mexican Restaurant & Bar,78756.0,2020-09-10,86,"1304 W KOENIG LN AUSTIN, TX 78756 ",10160542,Routine Inspection
People's Pharmacy,78746.0,2020-09-10,96,"4201 WESTBANK DR AUSTIN, TX 78746 ",2800238,Routine Inspection
PF - Circle K ,78660.0,2020-09-10,94,"2100 W PECAN ST PFLUGERVILLE, TX 78660 ",12392481,Routine Inspection
Jack in the Box ,78754.0,2020-09-10,90,"8706 E US 290 HWY AUSTIN, TX 78754 ",10789972,Routine Inspection
Tsukimi,78753.0,2020-09-10,75,"12400 N IH AUSTIN, TX 78753",12083373,Routine Inspection
PF - Teapioca Lounge,78660.0,2020-09-10,86,"1713 FM 685 RD PFLUGERVILLE, TX 78660 ",12186652,Routine Inspection
WL - Blue Dahlia Bistro,78746.0,2020-09-10,91,"3663 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10733978,Routine Inspection
Bright Horizons Family Solution,78758.0,2020-09-10,88,"2411 W BRAKER LN AUSTIN, TX 78758 ",2801497,Routine Inspection
Pioneer Crossing Cafeteria,78754.0,2020-09-10,99,"11300 SAMSUNG BLVD AUSTIN, TX 78754 ",10307208,Routine Inspection
Recovery Unplugged,78725.0,2020-09-10,97,"14109 FM 969 RD AUSTIN, TX 78725 ",11503365,Routine Inspection
Chipotle Mexican Grill ,78717.0,2020-09-10,99,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",10176919,Routine Inspection
John P Ojeda Junior High,78744.0,2020-09-10,99,"4900 MC KINNEY FALLS PKWY AUSTIN, TX 78744 ",2802075,Routine Inspection
Dairy Queen,78750.0,2020-09-10,96,"12129 N FM 620 RD AUSTIN, TX 78750 ",2800713,Routine Inspection
PF - Zaxby's,78660.0,2020-09-10,90,"1301 FM 685 RD PFLUGERVILLE, TX 78660 ",12392939,Routine Inspection
Moreliana Meat Market,78744.0,2020-09-10,76,"5405 S PLEASANT VALLEY RD AUSTIN, TX 78744 ",11674086,Routine Inspection
Soup Peddler Mary,78704.0,2020-09-10,97,"501 W MARY ST AUSTIN, TX 78704 ",2802109,Routine Inspection
PF - 7-Eleven 35624,,2020-09-10,96,"1717 E PFLUGERVILLE PKWY PFLUGERVILLE, TX ",12392406,Routine Inspection
Dailey Middle School,78725.0,2020-09-10,98,"14000 WESTALL ST AUSTIN, TX 78725 ",10475714,Routine Inspection
Donut 4U,78726.0,2020-09-10,100,"10601 N FM 620 RD AUSTIN, TX 78726 ",12114725,Routine Inspection
Teapioca Lounge,78717.0,2020-09-10,96,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",12121211,Routine Inspection
Blake Manor Food Mart,78653.0,2020-09-10,83,"17530 BLAKE MANOR RD AUSTIN, TX 78653 ",10004691,Routine Inspection
Lamar Food Market,78753.0,2020-09-10,92,"10810 N LAMAR BLVD AUSTIN, TX 78753 ",10703396,Routine Inspection
JD's Supermarket - Bakery/Deli,78719.0,2020-09-09,85,"9111 FM 812 RD AUSTIN, TX 78719 ",10964142,Routine Inspection
Mcliff Vending,78744.0,2020-09-09,100,"7701 METROPOLIS DR AUSTIN, TX 78744 ",12186578,Routine Inspection
PF - Rowe Xpress,78660.0,2020-09-09,84,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12186648,Routine Inspection
PF - Knuckleheads Smoke N Brew,78660.0,2020-09-09,91,"401 FM 685 RD PFLUGERVILLE, TX 78660 ",12392706,Routine Inspection
JD's Market,78719.0,2020-09-09,95,"9111 FM 812 RD AUSTIN, TX 78719 ",11858488,Routine Inspection
PF - Pflutto's Tavern,78660.0,2020-09-08,84,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12392620,Routine Inspection
Total Wine & More,78613.0,2020-09-08,93,"11066 PECAN PARK BLVD AUSTIN, TX 78613 ",11409555,Routine Inspection
Muchos Imports#2,78741.0,2020-09-08,95,"1723 E OLTORF ST AUSTIN, TX 78741 ",2803619,Routine Inspection
Austex Shell,78750.0,2020-09-08,98,"13296 N US 183 HWY AUSTIN, TX 78750 ",10103836,Routine Inspection
Casa Maria,78745.0,2020-09-08,84,"4327 S 1ST ST AUSTIN, TX 78745 ",2801167,Routine Inspection
Star Stop 77,78750.0,2020-09-08,89,"13466 N US 183 HWY AUSTIN, TX 78750 ",11027874,Routine Inspection
WL - Valley View Elementary,78746.0,2020-09-08,97,1201 S CAPITAL OF TEXAS HWY NB WEST LAKE HILLS TX 78746 ,10002749,Routine Inspection
Speedy Mart,78750.0,2020-09-08,98,"10300 ANDERSON MILL RD AUSTIN, TX 78750 ",2803804,Routine Inspection
PF - Express Mini Mart,78660.0,2020-09-08,90,"116 E PECAN ST PFLUGERVILLE, TX 78660 ",12392376,Routine Inspection
Race Express,78744.0,2020-09-08,89,"4718 S US 183 HWY AUSTIN, TX 78744 ",11249310,Routine Inspection
Starbucks ,78750.0,2020-09-08,96,"9617 ANDERSON MILL RD AUSTIN, TX 78750 ",11678679,Routine Inspection
Taiwan Restaurant,78745.0,2020-09-08,71,"500 W WILLIAM CANNON DR AUSTIN, TX 78745 ",2803283,Routine Inspection
WL - Pinkberry ,78746.0,2020-09-08,93,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10901300,Routine Inspection
WL - Eanes Elementary,78746.0,2020-09-08,99,"4101 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10002740,Routine Inspection
85C Bakery Cafe,78717.0,2020-09-08,100,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",12105596,Routine Inspection
Aramark @ Freescale,78725.0,2020-09-08,95,"3501 ED BLUESTEIN BLVD AUSTIN, TX 78725 ",10382301,Routine Inspection
PF - Smoothie King,78660.0,2020-09-08,97,"18701 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12186650,Routine Inspection
Bella Donna Subs,78744.0,2020-09-08,92,"4612 BURLESON RD AUSTIN, TX 78744 ",11967087,Routine Inspection
OOB - PF - Fresh Donuts,78660.0,2020-09-08,83,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12186613,Routine Inspection
Contigo Catering LLC,78744.0,2020-09-08,98,"3709 PROMONTORY POINT DR AUSTIN, TX 78744 ",11426364,Routine Inspection
Hawthorne Montessori School,78758.0,2020-09-08,97,"1414 KRAMER LN AUSTIN, TX 78758 ",10100092,Routine Inspection
Flea Market #C,78754.0,2020-09-06,92,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800520,Routine Inspection
Flea Market #A,78754.0,2020-09-06,97,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800518,Routine Inspection
Flea Market #J,78754.0,2020-09-06,100,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800527,Routine Inspection
Flea Market #B,78754.0,2020-09-06,93,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800519,Routine Inspection
Flea Market #stage,78754.0,2020-09-06,95,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800529,Routine Inspection
Flea Market #X,78754.0,2020-09-06,100,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800530,Routine Inspection
Flea Market #H,78754.0,2020-09-06,96,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800525,Routine Inspection
Flea Market #K (Corn Stand),78754.0,2020-09-06,96,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800936,Routine Inspection
Flea Market #I,78754.0,2020-09-06,100,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 ",2800526,Routine Inspection
SV - Sunset Valley Elementary,78745.0,2020-09-04,99,"3000 JONES RD SUNSET VALLEY, TX 78745 ",2800490,Routine Inspection
Stop n Save #3,78741.0,2020-09-04,85,"1800 BURTON DR AUSTIN, TX 78741 ",10557355,Routine Inspection
BC - Cinemark Hill Country,78738.0,2020-09-04,99,"12812 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10260645,Routine Inspection
Denny's ,78752.0,2020-09-04,92,"7100 N IH SVRD SB AUSTIN, TX 78752",2800171,Routine Inspection
Bush's Chicken,78748.0,2020-09-04,84,"9815 BRODIE LN AUSTIN, TX 78748 ",10642547,Routine Inspection
Madam Mam's Thai Cuisine,78748.0,2020-09-04,83,"9911 BRODIE LN AUSTIN, TX 78748 ",11494053,Follow-Up Inspection
PF - Pecan St. Station Deli & Grill,78660.0,2020-09-04,94,"1005 W PECAN ST PFLUGERVILLE, TX 78660 ",12392666,Routine Inspection
Round Rock ISD Stadium Complex,78717.0,2020-09-04,100,"10211 W PARMER LN AUSTIN, TX 78717 ",2801830,Routine Inspection
Midtown Live,78752.0,2020-09-04,81,"7408 CAMERON RD AUSTIN, TX 78752 ",10730352,Routine Inspection
Tokyo Gardens Catering,78741.0,2020-09-03,100,"2508 E RIVERSIDE DR AUSTIN, TX 78741 ",12185895,Routine Inspection
Kentucky Fried Chicken,78751.0,2020-09-03,97,"5607 N LAMAR BLVD AUSTIN, TX 78751 ",11789736,Routine Inspection
SONIC DRIVE-IN ,78753.0,2020-09-03,99,"1605 E PARMER LN AUSTIN, TX 78753 ",12393073,Routine Inspection
Saccone's Pizza,78750.0,2020-09-03,87,"13770 N US 183 HWY AUSTIN, TX 78750 ",12392642,Routine Inspection
PF - Lone Star Bar,78660.0,2020-09-03,95,"403 FM PFLUGERVILLE, TX 78660 ",12186614,Routine Inspection
Circle K ,78741.0,2020-09-03,92,"2222 E OLTORF ST AUSTIN, TX 78741 ",2803556,Routine Inspection
PF - Timewise Food Store ,78660.0,2020-09-03,95,"1909 KELLY LN PFLUGERVILLE, TX 78660 ",12392451,Routine Inspection
Tokyo Gardens,78726.0,2020-09-03,100,"11521 N FM 620 RD AUSTIN, TX 78726 ",2802916,Routine Inspection
Cornucopia Popcorn,78729.0,2020-09-03,92,"7318 MC NEIL DR AUSTIN, TX 78729 ",11563122,Routine Inspection
Taco Bell ,78750.0,2020-09-03,94,"13770 N US 183 HWY AUSTIN, TX 78750 ",11066599,Routine Inspection
Jersey Mike's Subs,78726.0,2020-09-03,92,"11521 N FM 620 RD AUSTIN, TX 78726 ",2802712,Routine Inspection
Fiesta Con Tres Amigos,78758.0,2020-09-03,88,"812 THURMOND ST AUSTIN, TX 78758 ",11994992,Routine Inspection
Pflugerville Donuts,78660.0,2020-09-03,89,"1700 GRAND AVENUE PKWY AUSTIN, TX 78660 ",10664733,Routine Inspection
Hotel Eleven,78702.0,2020-09-03,98,"1123 E 11TH ST AUSTIN, TX 78702 ",11497335,Routine Inspection
Oseyo Restaurant,78702.0,2020-09-03,90,"1628 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",12156023,Routine Inspection
Spring Hill Grocery,78660.0,2020-09-03,92,"15608 SPRING HILL LN AUSTIN, TX 78660 ",10353638,Routine Inspection
BC - KIKKA at Whole Foods Bee Cave,78738.0,2020-09-03,97,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",12149606,Routine Inspection
OOB BC - Salsas Restaurant,78738.0,2020-09-03,75,"3480 S FM 620 RD BEE CAVE, TX 78738 ",11389510,Follow-Up Inspection
Dobie Jr High School,78753.0,2020-09-03,100,"1200 E RUNDBERG LN AUSTIN, TX 78753 ",2800114,Routine Inspection
Thundercloud Subs,78750.0,2020-09-03,87,"13776 N US 183 HWY AUSTIN, TX 78750 ",2801337,Routine Inspection
Pak-N-Save,78741.0,2020-09-03,86,"753 MONTOPOLIS DR AUSTIN, TX 78741 ",2803608,Routine Inspection
PF - Spare Time Family Entertainment II,78660.0,2020-09-02,90,"1724 FM 685 RD PFLUGERVILLE, TX 78660 ",12392363,Routine Inspection
Mel's Lone Star Lanes/ CJ's Catering,78717.0,2020-09-02,100,"9300 NEENAH AVE AUSTIN, TX 78717 ",10330662,Routine Inspection
Taco Cabana ,78759.0,2020-09-02,89,"9605 RESEARCH BLVD AUSTIN, TX 78759 ",2800869,Routine Inspection
BC-Saltgrass Steakhouse,78738.0,2020-09-02,85,"12613 GALLERIA CIR BEE CAVE, TX 78738 ",12072190,Routine Inspection
PF - Papa Murphy's,78660.0,2020-09-02,97,"16123 DESSAU RD PFLUGERVILLE, TX 78660 ",12392705,Routine Inspection
WL - Bidermans Deli,78746.0,2020-09-02,84,"701 S CAPITAL OF TEXAS HWY WEST LAKE HILLS, TX 78746 ",12186364,Routine Inspection
BC - Jersey Giant Pizza,78738.0,2020-09-02,80,"13908 W SH BEE CAVE, TX 78738",11077106,Routine Inspection
Pad Thai,78723.0,2020-09-02,77,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",10253011,Routine Inspection
Wells Branch Burger King,78660.0,2020-09-02,97,"1420 W WELLS BRANCH PKWY AUSTIN, TX 78660 ",11388129,Routine Inspection
Texan Food Mart,78753.0,2020-09-02,91,"11300 POLLYANNA AVE AUSTIN, TX 78753 ",2803628,Routine Inspection
Phil's Ice House,78756.0,2020-09-02,89,"5620 BURNET RD AUSTIN, TX 78756 ",2802967,Routine Inspection
Sap's Fine Thai Cuisine,78756.0,2020-09-02,64,"5800 BURNET RD AUSTIN, TX 78756 ",11072787,Follow-Up Inspection
Stepping Stone School,78751.0,2020-09-02,100,"3811 HARMON AVE AUSTIN, TX 78751 ",11977360,Routine Inspection
PF - Menchie's Frozen Yogurt,78660.0,2020-09-02,100,"2324 FM 685 RD PFLUGERVILLE, TX 78660 ",12392464,Routine Inspection
Central Star Lodge ,78723.0,2020-09-02,100,"7237 E US 290 HWY AUSTIN, TX 78723 ",2800264,Routine Inspection
PF - Frost Bites Hawaiian Shaved Ice,78660.0,2020-09-02,97,"110 W PFLUGERVILLE PKWY PFLUGERVILLE, TX 78660 ",12392391,Routine Inspection
PF - Andy's Frozen Custard,78660.0,2020-09-02,93,"18601 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392450,Routine Inspection
Target - Groceries (Retail),78759.0,2020-09-02,100,"10107 RESEARCH BLVD AUSTIN, TX 78759 ",10184421,Routine Inspection
PF - Austin Gourmet Popcorn,78660.0,2020-09-02,98,"1713 FM 685 RD PFLUGERVILLE, TX 78660 ",12392682,Routine Inspection
Fuel Bar,78759.0,2020-09-02,100,"4210 W BRAKER LN AUSTIN, TX 78759 ",12021450,Routine Inspection
"Melting Pot, The",78729.0,2020-09-02,95,"13343 N US 183 HWY AUSTIN, TX 78729 ",2802600,Routine Inspection
Twin Liquors,78751.0,2020-09-02,96,"1000 E 41ST ST AUSTIN, TX 78751 ",10175477,Routine Inspection
Jack in the Box ,78729.0,2020-09-01,97,"7404 MC NEIL DR AUSTIN, TX 78729 ",10789961,Routine Inspection
Taco Aranda,78748.0,2020-09-01,70,"12115 MANCHACA RD AUSTIN, TX 78748 ",11461607,Routine Inspection
Rutledge Elementary,78717.0,2020-09-01,100,"11501 STAKED PLAINS DR AUSTIN, TX 78717 ",2802396,Routine Inspection
Holiday In Express Austin Airport,78744.0,2020-09-01,94,"7601 E BEN WHITE BLVD AUSTIN, TX 78744 ",10908918,Routine Inspection
Taqueria La Escondida #2,78737.0,2020-09-01,74,"10900 W US 290 HWY AUSTIN, TX 78737 ",10001611,Routine Inspection
Pizza House,78705.0,2020-09-01,87,"2820 GUADALUPE ST AUSTIN, TX 78705 ",11694547,Routine Inspection
Smokey J's Barbeque #1,78732.0,2020-09-01,82,"7008 N FM 620 RD AUSTIN, TX 78732",2800704,Routine Inspection
7-Eleven Convenience Store ,78729.0,2020-09-01,95,"10207 LAKE CREEK PKWY AUSTIN, TX 78729 ",12392809,Routine Inspection
Wieland Elementary,78660.0,2020-09-01,98,"900 TUDOR HOUSE RD AUSTIN, TX 78660 ",10051637,Routine Inspection
CoffeeShark,78730.0,2020-09-01,95,"7300 FM 2222 RD AUSTIN, TX 78730 ",11632299,Routine Inspection
CC Zing,78750.0,2020-09-01,100,"12129 N FM 620 RD AUSTIN, TX 78750 ",10454916,Routine Inspection
OOB - 7-Eleven Convenience Store # 36564A,78732.0,2020-09-01,99,"7002 N FM 620 RD AUSTIN, TX 78732",11066939,Routine Inspection
Salt & Time Butcher Shop and Salumeria,78702.0,2020-09-01,84,"1912 E 7TH ST AUSTIN, TX 78702 ",10863629,Routine Inspection
Dream Dinners,78750.0,2020-09-01,100,"12129 N FM 620 RD AUSTIN, TX 78750 ",10102975,Routine Inspection
Food N More #2,78726.0,2020-09-01,92,"10505 N FM 620 RD AUSTIN, TX 78726 ",11924486,Routine Inspection
Walgreens ,78729.0,2020-09-01,98,"7410 MC NEIL DR AUSTIN, TX 78729 ",2803745,Routine Inspection
Bob's Steak and Chop House at Omni Barton Creek,78735.0,2020-09-01,89,"8212 BARTON CLUB DR AUSTIN, TX 78735 ",12176503,Routine Inspection
Flyrite Chicken,78702.0,2020-08-31,90,"2129 E 7TH ST AUSTIN, TX 78702 ",11450436,Routine Inspection
Chili's,78753.0,2020-08-31,96,"12901 N IH AUSTIN, TX 78753",2801922,Routine Inspection
LW - Starbucks Kiosk/Randall's,78734.0,2020-08-31,100,"2301 S FM 620 RD LAKEWAY, TX 78734",10999732,Routine Inspection
Dessau Mini Mart,78754.0,2020-08-31,100,"12915 DESSAU RD AUSTIN, TX 78754 ",10557944,Routine Inspection
Denny's ,78704.0,2020-08-31,92,"2320 S IH AUSTIN, TX 78704",2800442,Routine Inspection
PF - Broth & Basil,78660.0,2020-08-31,86,"18817 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392506,Routine Inspection
LW - Randall's  - Bakery,78734.0,2020-08-31,99,"2301 S FM 620 RD LAKEWAY, TX 78734",2801980,Routine Inspection
Conley Guerrero Sr. Activity,78702.0,2020-08-31,92,"808 NILE ST AUSTIN, TX 78702 ",2800276,Routine Inspection
Taqueria Villanueva,78753.0,2020-08-31,98,"9405 N IH AUSTIN, TX 78753",11684219,Routine Inspection
Inflatable Wonderland,78613.0,2020-08-31,100,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",2802924,Routine Inspection
Cici's Pizza,78753.0,2020-08-31,86,"9717 N LAMAR BLVD AUSTIN, TX 78753 ",11372778,Routine Inspection
Child Inc-- Forbes,78754.0,2020-08-31,99,"2217 FORBES DR AUSTIN, TX 78754 ",2801851,Routine Inspection
Alamo Drafthouse Cinema,78717.0,2020-08-31,100,"14028 N US 183 HWY SVRD SB BLDG F AUSTIN, TX 78717 ",10978489,Routine Inspection
Summit Elementary,78727.0,2020-08-31,100,"12207 BRIGADOON LN AUSTIN, TX 78727 ",2800286,Routine Inspection
Hart Elementary School,78753.0,2020-08-31,99,"8301 FURNESS DR AUSTIN, TX 78753 ",2801249,Routine Inspection
Cedro,78717.0,2020-08-31,85,"14028 N US 183 HWY AUSTIN, TX 78717 ",11094820,Routine Inspection
La Madeleine ,78717.0,2020-08-31,90,"14028 N US 183 HWY AUSTIN, TX 78717 ",11768820,Routine Inspection
Old Thousand,78702.0,2020-08-31,90,"1000 E 11TH ST AUSTIN, TX 78702 ",11625592,Routine Inspection
Tortilleria Krystal,78753.0,2020-08-31,96,"1033 E HOWARD LN AUSTIN, TX 78753 ",11170853,Routine Inspection
AMC Lakeline 9,78613.0,2020-08-31,100,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",11767852,Routine Inspection
"Chi'Lantro - South Shore, LLC",78741.0,2020-08-31,91,"1414 SHORE DISTRICT DR AUSTIN, TX 78741 ",11647453,Routine Inspection
Taco Bell ,78759.0,2020-08-31,93,"4811 W BRAKER LN AUSTIN, TX 78759 ",11066733,Routine Inspection
LW - Randall's ,78734.0,2020-08-31,95,"2301 S FM 620 RD LAKEWAY, TX 78734",2803782,Routine Inspection
Austin Convention Center - N. Kitchen,78701.0,2020-08-29,100,"500 E CESAR CHAVEZ ST AUSTIN, TX 78701 ",10833652,Routine Inspection
LW - Lake Travis Elementary School,78734.0,2020-08-28,100,"15303 KOLLMEYER DR LAKEWAY, TX 78734 ",2802502,Routine Inspection
Starbuck's Coffee ,78731.0,2020-08-28,92,"3317 NORTHLAND DR AUSTIN, TX 78731 ",2801363,Routine Inspection
Hilton Garden Inn Austin Airport,78741.0,2020-08-28,88,"7610 JOHN GLENN WAY AUSTIN, TX 78741 ",11712723,Routine Inspection
Tru by Hilton,78741.0,2020-08-28,100,"7900 E BEN WHITE BLVD AUSTIN, TX 78741 ",12186436,Routine Inspection
Chipotle Mexican Grill,78741.0,2020-08-28,100,"1920 E RIVERSIDE DR AUSTIN, TX 78741 ",11249530,Routine Inspection
Spanish Oaks Golf Club,78738.0,2020-08-28,94,"13001 SPANISH OAKS CLUB DR BEE CAVE, TX 78738 ",10604229,Routine Inspection
Spanish Oaks Lodge & Pool,78738.0,2020-08-28,93,"5717 KRAUSE LN BEE CAVE, TX 78738 ",10181259,Routine Inspection
LW - Lake Travis Middle School,78669.0,2020-08-28,100,"4932 BEE CREEK RD LAKEWAY, TX 78669 ",11181374,Routine Inspection
Counter Culture,78702.0,2020-08-28,100,"2337 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",10752440,Routine Inspection
Subway ,78759.0,2020-08-28,90,"12518 RESEARCH BLVD AUSTIN, TX 78759 ",2802020,Routine Inspection
Gattis Pizza,78741.0,2020-08-28,85,"2410 E RIVERSIDE DR AUSTIN, TX 78741 ",12095075,Routine Inspection
Eurest,78727.0,2020-08-28,100,"12301 RESEARCH BLVD AUSTIN, TX 78727 ",11451789,Routine Inspection
Tortilleria Rio Grande,78745.0,2020-08-28,80,"500 W WILLIAM CANNON DR AUSTIN, TX 78745 ",10507284,Routine Inspection
Menchie's Frozen Yogurt,78759.0,2020-08-28,98,"9828 GREAT HILLS TRL AUSTIN, TX 78759 ",11667172,Routine Inspection
BC - Panera Bread,78738.0,2020-08-28,92,"12901 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10261319,Routine Inspection
Stone House Vineyard & Winery,78669.0,2020-08-27,100,"24350 HAYNIE FLAT RD SPICEWOOD, TX 78669 ",2802886,Routine Inspection
El Caribe Mexican Restaurant,78751.0,2020-08-27,100,"5610 N LAMAR BLVD AUSTIN, TX 78751 ",2801949,Routine Inspection
LW - Serene Hills Elementary,78738.0,2020-08-27,100,"3301 SERENE HILLS DR LAKEWAY, TX 78738 ",10008120,Routine Inspection
Donut Hub,78750.0,2020-08-27,84,"12129 N FM 620 RD AUSTIN, TX 78750 ",12185738,Routine Inspection
PF - Hiwot Injera,78660.0,2020-08-27,96,"616 FM PFLUGERVILLE, TX 78660",12392331,Routine Inspection
Bao'd Up,78723.0,2020-08-27,93,"1911 ALDRICH ST AUSTIN, TX 78723 ",11747511,Routine Inspection
J5 Steakhouse,78669.0,2020-08-27,96,"21814 W SH SPICEWOOD, TX 78669",10533248,Routine Inspection
Lakecliff Country Club,78669.0,2020-08-27,90,"1700 KAHALA SUNSET DR SPICEWOOD, TX 78669 ",10179642,Routine Inspection
Almarah Mediterranean Cuisine,78750.0,2020-08-27,94,"12129 N FM 620 RD AUSTIN, TX 78750 ",11359418,Routine Inspection
Jason's Deli,78751.0,2020-08-27,97,"1000 E 41ST ST AUSTIN, TX 78751 ",2801464,Routine Inspection
OOB - Canteen @ Alorica-GM,78744.0,2020-08-27,99,"7401 E BEN WHITE BLVD AUSTIN, TX 78744 ",12186285,Routine Inspection
BC - Gigi's Cupcakes,78738.0,2020-08-27,100,"3944 S FM 620 RD BEE CAVE, TX 78738",11852715,Routine Inspection
Jason's Deli,78759.0,2020-08-27,97,"10225 RESEARCH BLVD AUSTIN, TX 78759 ",2802326,Routine Inspection
Whataburger ,78752.0,2020-08-27,100,"6205 N LAMAR BLVD AUSTIN, TX 78752 ",2800537,Routine Inspection
Michelle's Patisserie,78750.0,2020-08-27,100,"12233 N FM 620 RD AUSTIN, TX 78750 ",10366495,Routine Inspection
Arby's Roast Beef  ,78753.0,2020-08-27,94,"13609 N IH AUSTIN, TX 78753",2801829,Routine Inspection
Snow Ball Rice Ball,78752.0,2020-08-27,78,"6929 AIRPORT BLVD AUSTIN, TX 78752 ",11936329,Routine Inspection
Circle K ,78754.0,2020-08-27,97,"12307 DESSAU RD AUSTIN, TX 78754 ",11281491,Routine Inspection
Starbucks,78613.0,2020-08-27,86,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",11547239,Routine Inspection
Luby's Cafeteria,78753.0,2020-08-27,77,"1410 E ANDERSON LN AUSTIN, TX 78753 ",2800343,Routine Inspection
Gus Garcia Young Men's Leadership Academy,78724.0,2020-08-27,91,"7414 JOHNNY MORRIS RD AUSTIN, TX 78724 ",10065968,Routine Inspection
PF - Amigos BBQ Grill,78660.0,2020-08-27,80,"1100 GRAND AVENUE PKWY PFLUGERVILLE, TX 78660 ",12186590,Routine Inspection
Tienda Mexicana,78758.0,2020-08-27,91,"1925 RUTLAND DR AUSTIN, TX 78758 ",12177153,Routine Inspection
PF - Patty's Pizza & Wings,78660.0,2020-08-27,93,"20205 FM 685 RD PFLUGERVILLE, TX 78660 ",12186586,Routine Inspection
First Watch Restaurant ,78717.0,2020-08-27,100,"14005 N US 183 HWY AUSTIN, TX 78717 ",11734393,Follow-Up Inspection
Wetzels Pretzels/Nestle Toll House,78613.0,2020-08-27,95,"11200 LAKELINE MALL DR AUSTIN, TX 78613 ",11303298,Routine Inspection
Pecan Springs Elementary,78723.0,2020-08-27,98,"3100 ROGGE LN AUSTIN, TX 78723 ",2800284,Routine Inspection
WL - Forest Trail Elementary,78746.0,2020-08-27,100,1201 S CAPITAL OF TEXAS HWY NB WEST LAKE HILLS TX 78746 ,10002741,Routine Inspection
Target  (Pizza Hut),78723.0,2020-08-26,98,"5621 N IH AUSTIN, TX 78723",2802195,Routine Inspection
In-N-Out Burger,78751.0,2020-08-26,96,"4515 AIRPORT BLVD AUSTIN, TX 78751 ",11050957,Routine Inspection
Gus's Fried Chicken,78701.0,2020-08-26,94,"117 SAN JACINTO BLVD AUSTIN, TX 78701 ",11056832,Routine Inspection
Reunion 19,78702.0,2020-08-26,85,"1700 E 2ND ST AUSTIN, TX 78702 ",12392314,Routine Inspection
LW - Rough Hollow Yacht Club,78734.0,2020-08-26,100,"105 YACHT CLUB CV LAKEWAY, TX 78734 ",10184503,Routine Inspection
Campbell Elementary,78722.0,2020-08-26,100,"2613 ROGERS AVE AUSTIN, TX 78722 ",2800454,Routine Inspection
Los Jaliscienses #2,78723.0,2020-08-26,90,"6201 E US 290 HWY AUSTIN, TX 78723 ",10869258,Routine Inspection
Mandola's Italian Market,78751.0,2020-08-26,93,"4700 W GUADALUPE ST AUSTIN, TX 78751 ",2802671,Routine Inspection
"Plucker's Linc, LLC",78752.0,2020-08-26,90,"6406 N IH AUSTIN, TX 78752",11719409,Routine Inspection
LW - Merito Food Mart,78734.0,2020-08-26,86,"201 N FM 620 RD LAKEWAY, TX 78734 ",11289572,Routine Inspection
Jo's Coffee Shop,78701.0,2020-08-26,85,"242 W 2ND ST AUSTIN, TX 78701 ",2802652,Routine Inspection
Kentucky Fried Chicken,78723.0,2020-08-26,84,"7206 ED BLUESTEIN BLVD AUSTIN, TX 78723 ",11789720,Routine Inspection
LW - Lakeway Resort and Spa,78734.0,2020-08-26,87,"101 LAKEWAY DR LAKEWAY, TX 78734 ",11322029,Routine Inspection
Don Mario Mexican Restaurant,78734.0,2020-08-25,95,"1700 N FM 620 RD AUSTIN, TX 78734",11563423,Routine Inspection
Reales Pizza & Cafe,78750.0,2020-08-25,81,"13450 N US 183 HWY AUSTIN, TX 78750 ",2801415,Routine Inspection
"Soup Peddler, The",78729.0,2020-08-25,97,"13219 N US 183 HWY AUSTIN, TX 78729 ",11239863,Routine Inspection
Henbit,78701.0,2020-08-25,97,"111 CONGRESS AVE AUSTIN, TX 78701 ",11814254,Routine Inspection
